,text,status,predict_proba
32399,сизихин есть много претензий к игрокам нашей команды прежде всего поздравляю с победой наших болельщиков руководство ребят нам кровь из носу нужна была победа мы её добыли в принципе футбола было мало в исполнении обеих команд было много вертикальных передач много борьбы на футбольном поле игра шла за шесть очков есть много претензий к игрокам нашей команды нам их предстоит разобрать не все игроки отдают на футбольном поле всё что у них есть поэтому будем разбираться и двигаться дальше ,0,0.8140516894546458
32400, где то читала что отношения как новые ботинки поначалу ты сдуваешь с них пылинки а через некоторое время тебе насрать херачишь по лужам пинаешь говно а я считаю что обувь всегда нужно беречь и ухаживать за ней а ещё бывает что она тебе очень нравится но её нужно разносить и ноги в кровь и больно но нужно потерпеть зато потом легко и комфортно ,0,0.921942503766564
32401,по моему мнению состояние рф сегодня напоминает состояние российской империи перед первой мировой войной военная промышленность и технологии развиваются очень быстро правительство заигралось в имперские игры и все это за счет ухудшения жизни народа нужна новая революция но это крайне не желательно т к 1 много крови какой толк делать жизнь людей лучше если несколько миллионов погибнут и так россиян мало осталось 2 утрата новых технологий отставание в развитии 3 разруха да и народ сейчас не пойдет на революцию измельчали ,0,0.9132957331307981
32403, алматы поддержите репостом очень нужна ваша помощь нужны доноры цельной крови любой группы подробности по ссылке http vk cc 54pi7i до 25 04 2016г перед кроводачей сообщите фио реципиента и больницу даже если вы не можете сдать в указанные сроки поддержите репостом регистрируйтесь в базе чтобы вас могли уведомить по почте и смс о следующих просьбах https www youtube com watch v i1i9difzd2s о проблемах донорства доброе утро первый канал вместе делаем одно хорошее дело алмаата казахстан kz donorsearch ,0,0.9900226635326272
32404, белгород помогите спасти жизнь срочно нужны доноры крови любой группы крайний срок 25 04 2016 г подробности vk cc 54gbou контактное лицо vk com id98784223 перед сдачей крови на пункте переливания сообщите фио реципиента и больницу регистрируйтесь в базе доноров donorsearch чтобы вас могли уведомить по электронной почте или смс о следующих просьбах вместе делаем одно хорошее дело belgorod донор нужендонор help donorsearch можеттолькочеловек помогатьлегко ,0,0.9812404822602719
32406,кровь закипела накалил до предела ,0,0.8002143640860984
32411,ты все что мне нужно ,0,0.988557951281793
32412, опиши себя кости сало полведра крови и веселые задорные глаза ,0,0.6501469480190266
32413,одному арабскому нефтяному шейху срочно понадобилось переливание крови у шейха группа крови очень редкая и нашли ее только у одного еврея тот согласился сделали переливание за что араб подарил еврею дом и машину через год та же история срочно нужна кровь еврей с радостью бежит в пункт по переливанию крови за что арабский шейх дарит еврею коробку печенья еврей удивленно но прошлый раз вы подарили мне дом и машину араб а в тот раз во мне еще не было еврейской крови ,0,0.7010555730363147
32414,добираем по закупке тайская косметика ,0,0.5715764835796594
32415,сергей сизихин не все игроки отдают на футбольном поле всё что у них есть ,0,0.9027656507897659
32417,друзья а вы знаете чем полезен наш deep lager deep lager содержит в своем составе такой химический элемент как железо что позволяет организму получить нужное количество полезного вещества и повысить гемоглобин в крови хмельная марта beer is always a good idea ,0,0.5362780952821279
32419,знание это сила тема вторая диагностика рака или все что нужно знать об онкомаркерах простыми и доходчивыми словами о том что такое онкомаркеры когда надо и когда не надо сдавать кровь на онкомаркеры онкомаркеры и диагностику рака онкомаркеры для женщин нормы и расшифровки ваше здоровье ваш приоритет http mrtprioritet ru onkomarkery ,0,0.8812045930163562
32422, id330478791 ирина ивасюк нужна срочно собака привитая донор для переливания крови собака от 40 кг тел 375911 хозяева собаки сидят в очереди ищут обзванивают находимся в сзр чебоксары ,0,0.9987479650813822
32427,нужен донор на iphone 5s анон ,0,0.9601562745615629
32428, екатеринбург помогите спасти ребенка необходимы доноры тромбоцитов 2 й положительной группы крови желательно сдать до 26 04 2016 г подробности по ссылке http vk cc 554aw6 перед сдачей крови на пункте переливания сообщите фио реципиента и больницу даже если не можете сдать в указанные сроки или не подходит ваша группа крови поддержите репостом регистрируйтесь в базе доноров donorsearch чтобы вас могли уведомить по электронной почте или смс о следующих просьбах вместе делаем одно хорошее дело donorsearch екб ,0,0.99888343986211
32431,мальчика 5 ти лет спросили готов ли ты отдать кровь своей сестре 2 года которая была при смерти и ей срочно нужно переливание крови он сказал что готов после переливания он тихо и испуганно спросил а через сколько минут я умру он думал что это будет стоить ему жизни но все равно согласился ,0,0.9884902331226798
32432, id30872104 анастасия кудрина друзья кому не тяжело и имеет возможность отвезти кота или кошку в клинику в стационар благовещенской прошу отзовитесь его там ждут от усатых полосатых группы адрес можете узнать у меня 89871229528 настя 89033452899 алена у кота кальцевироз это мое мнение помогите пожалуйста ему нужно лечение у него нос в крови и язвы на языке пожалуйста я не могу еду на день рождение племяшки помогите животному ,0,0.9985463504248946
32434,пасаны я сегодня оч накосячил из за моей глупости пострадал один из самых близких мне предметов мой драгоценный штатив он с его другом камерой делали очередное фото когда благодаря моему рукожопству отломилась ножка штатива а деталь скрепляющую ее я всрал так это я к чему штатив нуждается в моральной поддержке ему нужны доноры мемов как можно скорее покидайте мемесы в комменты не проходите мимо у камеры легкий шок по этому пришлось фотать на планшет звиняйте ,0,0.8502618735239872
32436,коллеги не проходите мимо я просто смотрел и плакал на самом сайте ещё больше перлов я даже не знаю за это как то наказывать нужно гемосканирование исследование крови под микроскопом http www gelmostop ru blood vxyolvsa9sw ,0,0.9543612839646125
32437,здесь служат лишь сильные духом мужчины чтоб храбрыми быть им не нужно причины горячая кровь протекает по жилам любая опасность спецназу по силам ,0,0.7481751279129887
32439,чудовищная правда знаешь что так и было не было никогда никаких иллюзий именно так беспредел и безнаказанность личная власть и жажда крови проявляется но когда тебе приносят это в записках кладут на стол и говорят да так и было преподносят как факт это чудовищно в статье изложен лишь небольшой минимум объясняющий почему не нужный никому русский мир не уходит из украины потому что следующий шаг это расследования преследования ублюдков и месть http www 0629 com ua article 1199281 ,0,0.5981313127528791
32442,требуется кредитный донор выгодные условия отличные гарантии подробнее в лс ,0,0.9372169936621269
32443, вам нужно пройти тест на содержание наркотиков в крови а пока я буду проходить моего единорога никто не украдет ,0,0.9747702427405555
32445, извините ребят но у нас осложнение филатову срочно нужна кровь а группа крови очень редкая кто нибудь есть с третьей группой резус отрицательный медсестра есть белый ,0,0.9999491443772787
32446,довольно вкусный контейнер с холодной кровью я хотел ещё сфоткать свой язык и выложить сюда но боюсь что цензуре пришлось бы забанить мою страницу кому нужен граф дракула с полным ртом крови на facebook в 21 веке а жаль было бы у меня тогда пару миллиардов подписчиков ну или как минимум вся румыния cheers фантаклубника bloodyfanta ,0,0.6609401855218549
32448,музыка это тот друг который всегда знает твое настроение и может подобрать нужные слова ,0,0.8675774620586165
32450, алматы поддержите репостом очень нужна ваша помощь http vk com nyta1709 нужны доноры цельной крови любой группы подробности по ссылке http vk cc 54pi7i до 25 04 2016г перед кроводачей сообщите фио реципиента и больницу даже если вы не можете сдать в указанные сроки поддержите репостом регистрируйтесь в базе чтобы вас могли уведомить по почте и смс о следующих просьбах https www youtube com watch v i1i9difzd2s о проблемах донорства доброе утро первый канал вместе делаем одно хорошее дело алмаата казахстан kz donorsearch ,0,0.9906312572576336
32452,интервью с донором опросы обзор полезных блогов и рецензия на важную для вас книгу 29 тем для блога некоммерческой организации о чем писать когда идеи кончились а читатели и сторонники очень нужны ,0,0.7431855332506935
32454,мне нужен враг чтоб быть самим собой я хочу твоей крови я хочу твоих слез ,0,0.9446880260289789
32456,мужики кричат мой сын моя гордость моя любовь моя кровь а на деле бросают своих детей максимум что могут это прийти поцеловать и побежать дальше по своим делам разве в этом заключается любовь к своему ребенку в ребенка нужно вкладывать любовь ,0,0.8965519767982564
32460,подвиг александра мамкина события о которых пойдет речь произошли зимой 1943 44 годов когда фашисты приняли зверское решение использовать воспитанников полоцкого детского дома 1 как доноров немецким раненным солдатам нужна была кровь где её взять у детей http shturman1922 livejournal com 138972 html ,0,0.5321214482533072
32462, за тебя колым отдам душу дьяволу продам как это мило тебе это нравится не совсем давай встречаться ты говов услышать нет нет вали от сюда почему я лучше останусь со своей лучшей подругой чём с тобой ,0,0.7070328495754434
32463,а на самом деле жителей донбасса просто принесли в жертву нужно было отвлечь внимание от крыма иначе сейчас совсем по другому мировое сообщество реагировало на аннексию ну или на возвращение в родную гавань как кому нравится а так очень даже мягкая получилась реакция цена этому кровь тысяч жителей донбасса http rusvesna su recent_opinions 1461503017 cc 50011213 ,0,0.7019637697984265
32464,попала в очень серьезную аварию сама была за рулем столкновение произошло с автобусом и на большой скорости виноват он когда я лежала без сознания вся в крови ко мне никто не подошел никто ни сотрудники дпс ни очевидцы ни медики очнулась ничего не понимающая сама выбралась из машины и только после этого на меня обратили внимание с речью о а мы думали что вы это все ну того если бы нужна была неотложная помощь а вы даже не удосужились посмотреть жив человек или нет ,0,0.9937045693213596
32466,мушкетер пиф просит помочь собрату марсику в тяжелейшем состоянии вчера сделаны анализы после длительного лечения и переливание крови как последняя надежда на жизнь все в долг 1600 анализ крови 2500 вчера прием переливание крови сегодня поедем на прием нужно платить помогайте друзья очень хочется чтобы он жил каждая жизнь хочет жить приют на московском добрый след тольятти спасибо карта сб 5469540013550452 елена валериевна п наш бухгалтер привязана к телеф 89179581449 на номер телефона 89278921723 ,0,0.9974886450507735
32468,поставилa оценку 6 из 10 фильму чем дальше в лес intothewoods kinopoisk ,0,0.6441061032503091
32469,сос малышки заболели пироплазмозом http egida by forum 115 27717 6 сегодня делали переливание крови и капельницы срочно нужна фин помощь погасить долг за сегодняшние растраты 1 300 000 и на завтрашние анализы и капельница если девочка доживет до утра помощь можно передать при личной встрече 8029 572 86 15 8025 917 93 77 ольга либо перечислив на карточку бб 9112 0000 6135 7089 до 07 16 или белинвестбанка 6766 6300 5000 6787 до 02 18 огромная просьба отписываться в лс https vk com id18297614 кто сколько перевел для правильного оформления фин отчета спасибо ,0,0.9885479443190601
32471,начался мой любимый период в питере время залитого солнцем города мне однозначно нужен телепорт между моей квартирой и невским типичныйпитер спб ilovespb спас на крови ,0,0.9167918536527383
32475,срочно требуется донор почки 1 группа крови оплата 100 тыс долларов операция в москве ,0,0.9986141487199005
32476,требуется админ только по теме группы депрессия меланхолия смерть боль чёрный арт кровь и т п ,0,0.9244043636644909
32477,для того чтобы изменить мир нужна хорошая ложь и море крови если мы проиграем usa то их правда станет истиной а нашу забудут ,0,0.8062205382066936
32478, art midyusha мне нужно взять у вас кровь для анализа бери или мне самой подойти нет конечно простите ав смеётся давай берет шприц подаёт салфетку себе оставь прям они тя стремаются ,0,0.8730200993604194
32482,золотые правила которые должна знать каждая ухоженная девушка ,0,0.9667225045321213
32483,день добрый у нас разная группа крови у меня 4 у неё 2 у неё 3 детей от первого брака ей 37 лет 4ым был аборт от другого на 3 неделе беременности сейчас беременна от меня на 9 неделе угрозы для ребёнка или для неё есть я как бы против если честно её беременность мне не нужна мне 24 и ей 37 незнаю что делать при 4 беременностей антител не обнаружено у неё ,0,0.9988654284731557
32484,хорошо бы быть таким как воздух всегда нужным и всегда не заметным никому не навязываться ни из кого не высасывать кровь и вместе с тем приходить вовремя туда где ты как раз в это время нужен это великий талант ,0,0.542796764399215
32485,3 третий урок от маленьких львят запачкай морду кровью маленькие львята умеют учиться они учатся у старших более опытных львов и учатся они не по учебникам и разговорам а на деле они точно знают чтобы научиться охотиться нужно запачкать морду кровью мы же боимся даже руки замарать мы садимся за парты и смотрим на стоящего у доски зайца который учит нас охотиться или закрываемся дома и учимся сами а когда приходит время охоты мы не то что охотиться не умеем мы боимся даже запаха крови ,0,0.7278961976345376
32486,привіт вилківчани я алергетик підкажіть будь ласка де можна здати кров на алергени і скільки потрібно чекати на резулькат дякую ,0,0.9688777189199734
32487,ребятушки ,0,0.9770028616269528
32489,ребят подскажите где у нас делают значки из металла нужно просто сделать значок донора крови в виде капли ,0,0.989263267159496
32490,нашла кота ночью на проезжей части незадолго до этого его сбила машина лежал в луже крови сейчас кот оставлен на несколько дней в стационаре так как требуется лечение у него разбита мордочка поврежден правый глаз сильный ушиб головы внутренних травм и переломов нет надеюсь на отзывчивых и добрых людей готовых забрать к себе мальчика ,0,0.9942601132142502
32493,пораждение боли и тьмы никому я здесь не нужна руки изрезаны все в крови и на шее снова петля вы простите меня за всё я люблю вас так было всегда час последней молитвы пришёл я прошу простите меня ,0,0.7124099088632427
32494,схема видимо будет теперь везде такая же государственная компания покупает какую нибудь заслужившую доверие и репутацию компанию связи да и не только и с кровью из жопы подключает её к системам которые до этого нахер никому не были нужны ох и побегут теперь от нас со свистом в ушах заграничные компании ,0,0.7835561127572268
32495,дорогие друзья у нас хорошая новость только что врачу пришли анализы крови все не так плохо как предполагалось но все же заражение есть шансы выросли ветеринар обещает выздоравливание при выполнений всех условий лечения нужно все вовремя делать и строго по инструкции лекарства только на 2 дня сейчас ещё докупили некоторые завтра начинаем курс капельниц и уколов спасибо всем неравнодушным деньги все ещё нужны ,0,0.9974706366326955
32497,куплю разбитый или нерабочий xperia z1 compact донор в пределах 2 3к может у вас экран разбит и т д мне нужна микросхема пишите в лс или звоните 89634903268 ,0,0.73386327260355
32498,куплю sony xperia s lt26i в неисправном состоянии нужен как донор ,0,0.6712057466200383
32501,срочно очень просим неравнодушных людей помочь нашей маме возраст 55 лет многодетная мама почетный донор россии маленькая дочка всего 9 лет у нее онкология 4 стадии для лечения требуется дорогостоящая операция и дорогое питание очень просим не остаться в стороне помочь нашей маме у которой нет таких средств важна любая ваша помощь заранее спасибо карта сбербанк 63900216 9003853666 админ добра тебе ,0,0.9999878120659038
32503, мертвые уходят кларк а живые голодают иногда нужно проиграть битву чтобы выиграть войну кровь за кровь долг защищать моих людей превыше всего жизнь это больше чем просто выживание ты никогда не видела меня в бою ,0,0.6699168201735523
32504,одному арабскому нефтяному шейху срочно понадобилось переливание крови у шейха группа крови очень редкая и нашли ее только у одного еврея тот согласился сделали переливание за что араб подарил еврею дом и машину через год та же история срочно нужна кровь еврей с радостью бежит в пункт по переливанию крови за что арабский шейх дарит еврею коробку печенья еврей удивленно но прошлый раз вы подарили мне дом и машину араб а в тот раз во мне еще не было еврейской крови ,0,0.7010555730363147
32506,мне нечего сказать из того что я не сказал раньше я отдал с кровью все что я могу я не буду кровоточить больше мне не нужен никто чтобы понять почему кровь перестала засыхать ,0,0.9627559296773008
32507,и даже там где бушуют ветра я обрету покой увидев тебя ,0,0.747764415331778
32509,терміново потрібна допомога молода дівчина потрапила у дтп зараз знаходиться у важкому стані у восьмій лікарні м львів потрібні донори крові на її ім я дах юлія миколаївна 1998 р н дтп сталося у жовківському районі кров здавати в обласному центрі крові на вул пекарській 65 також необхідні гроші на ліки та коштовні операції номер картки приват банк для збору коштів 4405882314587712 не будьмо байдужі допоможімо дівчині тел сестри 0679200296 уляна якщо виникатимуть питання звертайтесь https vk com id234316112 ,0,0.9994019749851729
32510,нить ареадны для президента первая точка удара презумпция согласия на смерть ,0,0.6930768636142447
32511,мальчика 5 ти лет спросили готов ли ты отдать кровь своей сестре 2 года ей которая при смерти и ей срочно нужен переливание крови он ответил что готов после переливания он тихо и испугано спросил а через сколько минут я умру он думал что это будет стоить ему жизнь но всё равно согласился ,0,0.9875522973794074
32512,вовчик привет нам нужна помощь мой брат в больнице в реанимации нужно много крови пожалуйста если не тяжело сдай кровь на плазму для баурда иван судостроительная 1 больница водников либо на альбумин областная станция переливания крови бисквитный переулок 2 группа крови не имеет значения спасибо мой номер 096 677 55 77 063 963 34 32 ,0,0.999998069194819
32513,друзья поможем вместе нам срочно нужна помощь на оплату биохимического анализа крови джулию рвёт желчью понос на теме недостаточно средств сумма к сбору примерно 1 000 рублей помогите нам пожалуйста тема https vk com topic 44784948_33827594 фото https vk com photo 44784948_408450274 https vk com photo 44784948_408450282 тел куратора 8 900 455 06 83 карта для помощи сб 639002259004149204 на имя смолкина ирина андреевна на номер 89004550683 подключен мобильный банк с пометкой ,0,0.9975941519024369
32515,отличная суббота ,0,0.8998078682898936
32519,на всю продукцию universal nutrition 5 до 24 05 16 grizzlyshop64 саратов энегельс скидкисаратов 5 ,0,0.8892822349174346
32521,в погоне за счастьем стираю ноги в кровь хотела я быть нужной и верила в любовь ,0,0.5986429151160552
32525,нужен донор кузова мазда фамилия или мазда капелло с ходовой ,0,0.8102624665646172
32526,срочно требуются добровольцы препарат зиромин скрининг состоится 25 04 16 потребуется 2 госпитализации по воскресениям 01 05 и 22 05 до утра понедельника по 2 дополнительных визита по вторникам и средам утром с 7 до 8 на десять минут для сдачи 1 пробирки крови после каждой госпитализации оплата 8000 форма для записи http goo gl forms n51zpqumgz ,0,0.9929274483190038
